title,url,summary
火力发电厂,https://baike.baidu.com/item/%E7%81%AB%E7%94%B5%E5%8E%82,"
火力发电厂简称火电厂，是利用可燃物（例如煤）作为燃料生产电能的工厂。它的基本生产过程是：燃料在燃烧时加热水生成蒸汽，将燃料的化学能转变成热能，蒸汽压力推动汽轮机旋转，热能转换成机械能，然后汽轮机带动发电机旋转，将机械能转变成电能。原动机通常是蒸汽机或燃气轮机，在一些较小的电站，也有可能会使用内燃机。它们都是通过利用高温、高压蒸汽或燃气通过透平变为低压空气或冷凝水这一过程中的压降来发电的。
"
老舍,https://baike.baidu.com/item/%E8%80%81%E8%88%8D,"
老舍（1899年2月3日—1966年8月24日），原名舒庆春，另有笔名絜青、鸿来、非我等，字舍予。因为老舍生于阴历立春，父母为他取名“庆春”，大概含有庆贺春来、前景美好之意。上学后，自己更名为舒舍予，含有“舍弃自我”，亦即“忘我”的意思。北京满族正红旗人。[1] 
中国现代小说家、作家，语言大师、人民艺术家，新中国第一位获得“人民艺术家”称号的作家。代表作有《骆驼祥子》、《四世同堂》、剧本《茶馆》。老舍的一生，总是忘我地工作，他是文艺界当之无愧的“劳动模范”。1966年，由于受到文化大革命运动中恶毒的攻击和迫害，老舍被逼无奈之下含冤自沉于北京太平湖。[2] 
  2017年9月，中国现代文学长篇小说经典《四世同堂》由东方出版中心出版上市。这是该作自发表以来第一次以完整版形式出版[3] 
。
"
电力网络,https://baike.baidu.com/item/%E7%94%B5%E5%8A%9B%E7%BD%91%E7%BB%9C,"
power network是电力系统中除发电设备和用电设备以外的部分。电力网络包括变电、输电、配电3个环节。它把分布在广阔地域内的发电厂和用电户连成一体，把集中生产的电能送到分散用电的千家万户。电力网络主要由电力线路、变电所和换流站（实现交流电和直流电相互变换的技术装置）组成。按功能可分为输电线路、区域电网、联络线和配电网络。联络线用于实现网络互联，可以合理调剂区域间的电能，提高供电可靠性和发电设备利用率，使电力系统运行的经济性、稳定性都得以改善。实现网络互联虽具有大的社会、经济效益，但它对电力系统的结构、控制措施、通信设施、运行调度等也提出了更高的要求。
"
鲁迅,https://baike.baidu.com/item/%E5%91%A8%E6%A8%9F%E5%AF%BF,"
鲁迅（1881年9月25日－1936年10月19日），原名周樟寿，后改名周树人，字豫山，后改豫才，“鲁迅”是他1918年发表《狂人日记》时所用的笔名，也是他影响最为广泛的笔名，浙江绍兴人。著名文学家、思想家，五四新文化运动的重要参与者，中国现代文学的奠基人。毛泽东曾评价：“鲁迅的方向，就是中华民族新文化的方向。”[1-6] 
鲁迅一生在文学创作、文学批评、思想研究、文学史研究、翻译、美术理论引进、基础科学介绍和古籍校勘与研究等多个领域具有重大贡献。他对于五四运动以后的中国社会思想文化发展具有重大影响，蜚声世界文坛，尤其在韩国、日本思想文化领域有极其重要的地位和影响，被誉为“二十世纪东亚文化地图上占最大领土的作家”。[7-9] 

"
原子,https://baike.baidu.com/item/%E5%8E%9F%E5%AD%90/420269,"
原子（atom）指化学反应不可再分的基本微粒，原子在化学反应中不可分割。但在物理状态中可以分割。原子由原子核和绕核运动的电子组成。原子构成一般物质的最小单位，称为元素。已知的元素有119种。[1] 
因此具有核式结构。
"
导线,https://baike.baidu.com/item/%E5%AF%BC%E7%BA%BF/1413914,"
导线，指的是用作电线电缆的材料，工业上也指电线。一般由铜或铝制成，也有用银线所制（导电、热性好），用来疏导电流或者是导热。
"
鲁迅,https://baike.baidu.com/item/%E5%91%A8%E6%A0%91%E4%BA%BA,"
鲁迅（1881年9月25日－1936年10月19日），原名周樟寿，后改名周树人，字豫山，后改豫才，“鲁迅”是他1918年发表《狂人日记》时所用的笔名，也是他影响最为广泛的笔名，浙江绍兴人。著名文学家、思想家，五四新文化运动的重要参与者，中国现代文学的奠基人。毛泽东曾评价：“鲁迅的方向，就是中华民族新文化的方向。”[1-6] 
鲁迅一生在文学创作、文学批评、思想研究、文学史研究、翻译、美术理论引进、基础科学介绍和古籍校勘与研究等多个领域具有重大贡献。他对于五四运动以后的中国社会思想文化发展具有重大影响，蜚声世界文坛，尤其在韩国、日本思想文化领域有极其重要的地位和影响，被誉为“二十世纪东亚文化地图上占最大领土的作家”。[7-9] 

"
化学性质,https://baike.baidu.com/item/%E5%8C%96%E5%AD%A6%E6%80%A7%E8%B4%A8,"
化学性质是物质在化学变化中表现出来的性质。如所属物质类别的化学通性：酸性、碱性、氧化性、还原性、热稳定性及一些其它特性。化学性质与化学变化是任何物质所固有的特性，如氧气这一物质，具有助燃性为其化学性质；同时氧气能与氢气发生化学反应产生水，为其化学性质。任何物质就是通过其千差万别的化学性质与化学变化，才区别于其它物质；化学性质是物质的相对静止性，化学变化是物质的相对运动性。
"
一次能源,https://baike.baidu.com/item/%E5%A4%A9%E7%84%B6%E8%83%BD%E6%BA%90,"
按能源的基本形态分类，能源可分为一次能源和二次能源。一次能源是指自然界中以原有形式存在的、未经加工转换的能量资源，又称天然能源，如煤炭、石油、天然气、水能等[1] 
。
"
电力变压器,https://baike.baidu.com/item/%E7%94%B5%E5%8A%9B%E5%8F%98%E5%8E%8B%E5%99%A8,"
电力变压器是一种静止的电气设备，是用来将某一数值的交流电压（电流）变成频率相同的另一种或几种数值不同的电压（电流）的设备。
"
强相互作用,https://baike.baidu.com/item/%E5%BC%BA%E7%9B%B8%E4%BA%92%E4%BD%9C%E7%94%A8,"
强相互作用（strong interaction）是自然界四种基本相互作用中最强的一种。最早研究的强相互作用是核子（质子或中子）之间的核力，它是使核子结合成原子核的相互作用。自1947年发现与核子作用的π介子以后，实验中陆续发现了几百种有强相互作用的粒子，这些粒子统称为强子。[1] 

"
核子,https://baike.baidu.com/item/%E6%A0%B8%E5%AD%90,"
核子[1] 
是质子、反质子、中子与反中子的总称，是组成原子核的粒子。它由夸克和胶子组成，属于重子。原子核是由一个或多个核子密集组成，这些核子又分为质子（红色）及中子（蓝色）两种。图中的质子和中子像粘在一起的小球体，但根据现代核物理学，实际的原子核却非如此。要准确描述真实的原子核，必需要用到量子力学。例如，在真实原子核里，每个核子都同时处于多个位置，分布于整个原子核。
"
人工照明,https://baike.baidu.com/item/%E4%BA%BA%E5%B7%A5%E7%85%A7%E6%98%8E,"
人工照明为创造夜间建筑物内外不同场所的光照环境，补充白昼因时间、气候、地点不同造成的采光不足，以满足工作、学习和生活的需求，而采取的人为措施。人工照明是利用各种发光的灯具，根据人的需要来调节、安排和实现预期的照明效果。[1] 

"
有线广播,https://baike.baidu.com/item/%E6%9C%89%E7%BA%BF%E5%B9%BF%E6%92%AD,"
有线广播（wired broadcasting）是利用金属导线或光导纤维所组成的传输分配网络，将广播节目直接传送给用户接收设备的区域性广播。可有专用的传输分配网络，也可利用电信传输网络和低压电力传输网络。
"
次原子粒子,https://baike.baidu.com/item/%E4%BA%9A%E5%8E%9F%E5%AD%90%E7%B2%92%E5%AD%90,"
次原子粒子又称亚原子粒子，指结构比原子更小的粒子。其中包括原子的组成部分如电子、质子和中子（质子和中子本身又是由夸克所组成的粒子）和放射和散射所造成的粒子如光子、中微子和渺子，以及许多其它奇特的粒子。总的来说，次原子粒子可能是电子、中子、质子、介子、夸克、胶子、光子等等。
"
质子,https://baike.baidu.com/item/%E8%B4%A8%E5%AD%90,"
质子(proton)是一种带 1.6 × 10-19 库仑(C)正电荷的亚原子粒子，直径约 1.6~1.7×10−15 m ，质量是938百万电子伏特/c²(MeV/c²)，即1.672621637（83）×10-27千克，大约是电子质量的1836.5倍（电子的质量为9.10938215（45）×10-31千克），质子比中子稍轻（中子的质量为1.674927211（84）×10-27千克）。质子属于重子类，由两个上夸克和一个下夸克通过胶子在强相互作用下构成。原子核中质子数目决定其化学性质和它属于何种化学元素。
"
做功,https://baike.baidu.com/item/%E5%81%9A%E5%8A%9F,"
做功是能量由一种形式转化为另一种的形式的过程。做功的两个必要因素：作用在物体上的力和物体在力的方向上通过的距离。经典力学的定义：当一个力作用在物体上，并使物体在力的方向上通过了一段距离，力学中就说这个力对物体做了功。
"
氕,https://baike.baidu.com/item/%E6%B0%95,"
氕是一种核素（或单质），氢的同位素之一，符号1H或H，相对原子质量为1。它主要分布于水及各种碳氢化合物中，是氢的主要稳定同位素，两个氕原子可以组成一个氢分子。其天然丰度为99.985%，按原子百分数计，它是宇宙中最多的元素之一。
"
经济,https://baike.baidu.com/item/%E7%BB%8F%E6%B5%8E,"
经济是价值的创造、转化与实现；人类经济活动就是创造、转化、实现价值，满足人类物质文化生活需要的活动。[1-4] 
简单地说，经济就是对物资的管理；是对人们生产、使用、处理、分配一切物资这一整体动态现象的总称。这一概念微观的指一个家庭的家务管理，宏观的指一个国家的经国济民。在这一动态整体中，包括着人类的生产、储蓄、交换、分配的各项活动；生产是这一动态的基础，分配是这一动态的终点。[5] 

"
依靠,https://baike.baidu.com/item/%E4%BE%9D%E9%9D%A0/45669,"
依靠，汉语词汇，既可做动词也可做名词。做动词时指凭借、靠别的人或事物来达到一定目的。做名词时指可以从中得到安慰或帮助的人或事物。
"
措施,https://baike.baidu.com/item/%E6%8E%AA%E6%96%BD/33296,"
措施，汉语词汇。拼音：cuò shī基本解释:针对某种情况而采取的处理办法（用于较大的事情），有名词和动词两种词性。
"
电压等级,https://baike.baidu.com/item/%E7%94%B5%E5%8E%8B%E7%AD%89%E7%BA%A7,"
电压等级（voltage class）电力系统及电力设备的额定电压级别系列。额定电压是电力系统及电力设备规定的正常电压，即与电力系统及电力设备某些运行特性有关的标称电压。电力系统各点的实际运行电压允许在一定程度上偏离其额定电压，在这一允许偏离范围内，各种电力设备及电力系统本身仍然能正常运行。
"
伏特,https://baike.baidu.com/item/%E4%BC%8F%E7%89%B9/5490202,"
伏特是国际单位制中表示电压的基本单位，简称伏。符号V。为纪念意大利物理学亚历山德罗·福特家伏特而命名。右图是亚历山德罗·伏特发明的伏特电池，这项发明为人类发展做出了很大的贡献。
"
玻璃棒,https://baike.baidu.com/item/%E7%8E%BB%E7%92%83%E6%A3%92,"
玻璃仪器，可用来搅拌加速溶质溶解，过滤时引流，也可用来蒸发结晶少量溶液。
"
风力,https://baike.baidu.com/item/%E9%A3%8E%E5%8A%9B,"
风力，指从风得到的机械力；当较轻的热空气突然上升时，较冷的空气会快速流入以填补热空气留下的空白，形成了风。[1] 
现代人们利用风力发电、发热等对风力进行利用，节能减排，保护环境。
"
库仑,https://baike.baidu.com/item/%E5%BA%93%E4%BB%91/2936003,"
库仑 （英文：Coulomb）是表示电荷量的单位，简称库，符号C。它是为纪念法国物理学家库仑（Charles-Augustin de Coulomb, 1736-1806）而命名。基本定义：若导线中载有1安培的稳定电流，则在1秒内通过导线横截面积的电量为1库仑。
"
化学,https://baike.baidu.com/item/%E5%8C%96%E5%AD%A6,"
化学是自然科学的一种，在分子、原子层次上研究物质的组成、性质、结构与变化规律；创造新物质的科学。世界由物质组成，化学则是人类用以认识和改造物质世界的主要方法和手段之一。它是一门历史悠久而又富有活力的学科，它的成就是社会文明的重要标志，化学中存在着化学变化和物理变化两种变化形式。
"
科技革命,https://baike.baidu.com/item/%E7%A7%91%E6%8A%80%E9%9D%A9%E5%91%BD,"
科技革命是科学革命和技术革命的合称。科技革命不等于科技创新，严格来说，目前只有蒸汽机、电气、原子和计算机三大科技革命。
"
氧化硼,https://baike.baidu.com/item/%E6%B0%A7%E5%8C%96%E7%A1%BC,"
氧化硼，化学式：B2O3，又称三氧化二硼，是硼最主要的氧化物。它是一种白色蜡状固体，一般以无定形的状态存在，很难形成晶体，但在高强度退火后也能结晶。它是已知的最难结晶的物质之一。熔融时可以溶解许多碱性的金属氧化物，生成有特征颜色的玻璃状硼酸盐和偏硼酸盐（玻璃），用于制取元素硼和精细硼化合物。也可与多种氧化物化合制成具有特征颜色的硼玻璃、光学玻璃、耐热玻璃、仪器玻璃及玻璃纤维、光线防护材料等。还可用作油漆的耐火阻烯添加剂和干燥剂。
"
毛泽东,https://baike.baidu.com/item/%E6%AF%9B%E6%B3%BD%E4%B8%9C/113835,"
毛泽东（1893年12月26日－1976年9月9日），字润之（原作咏芝，后改润芝），笔名子任。湖南湘潭人。中国人民的领袖，马克思主义者，伟大的无产阶级革命家、战略家和理论家，中国共产党、中国人民解放军和中华人民共和国的主要缔造者和领导人，诗人，书法家。[1] 
1949至1976年，毛泽东担任中华人民共和国最高领导人。他对马克思列宁主义的发展、军事理论的贡献以及对共产党的理论贡献被称为毛泽东思想。因毛泽东担任过的主要职务几乎全部称为主席，所以也被人们尊称为“毛主席”。毛泽东被视为现代世界历史中最重要的人物之一，《时代》杂志也将他评为20世纪最具影响100人之一。
"
史致谔,https://baike.baidu.com/item/%E5%8F%B2%E8%87%B4%E8%B0%94,"
史致谔（1802－1872）字士良，顺天宛平人，原籍江苏溧阳，清朝官吏。道光十八年进士，选庶吉士，授编修。道光末，出为江西广信知府。
"
降压变电站,https://baike.baidu.com/item/%E9%99%8D%E5%8E%8B%E5%8F%98%E7%94%B5%E7%AB%99/5194428,"
降压变电站是变压器输出电压低于输入电压的变电站。
"
上夸克,https://baike.baidu.com/item/%E4%B8%8A%E5%A4%B8%E5%85%8B,"
所有的中子都是由三个夸克组成的，反中子则是由三个相应的反夸克组成的，比如质子，中子。质子由两个上夸克和一个下夸克组成，中子是由两个下夸克和一个上夸克组成。至1967年，科学家透过SLAC直线加速器进行的深度非弹性散射实验，首度为这种夸克的存在提供了证据。
"
新闻传播,https://baike.baidu.com/item/%E6%96%B0%E9%97%BB%E4%BC%A0%E6%92%AD,"
《新闻传播》杂志是由黑龙江省新闻工作者协会、黑龙江省新闻研究所、黑龙江日报报业集团主办，是面向全国公开发行的新闻与传播学类专业的省一级期刊。
"
技术,https://baike.baidu.com/item/%E6%8A%80%E6%9C%AF/832247,"
技术是解决问题的方法及方法原理,是指人们利用现有事物形成新事物，或是改变现有事物功能、性能的方法。技术应具备明确的使用范围和被其它人认知的形式和载体，如原材料（输入）、产成品（输出）、工艺、工具、设备、设施、标准、规范、指标、计量方法等。
"
核电站,https://baike.baidu.com/item/%E6%A0%B8%E7%94%B5%E7%AB%99,"
核电站是指通过适当的装置将核能转变成电能的设施。核电站以核反应堆来代替火电站的锅炉，以核燃料在核反应堆中发生特殊形式的“燃烧”产生热量，使核能转变成热能来加热水产生蒸汽。核电站的系统和设备通常由两大部分组成：核的系统和设备，又称为核岛；常规的系统和设备，又称为常规岛。
"
中子,https://baike.baidu.com/item/%E4%B8%AD%E5%AD%90,"
中子（Neutron）是组成原子核的核子之一。中子是组成原子核构成化学元素不可缺少的成分（注意：氕原子不含中子），虽然原子的化学性质是由核内的质子数目确定的，但是如果没有中子，由于带正电荷质子间的排斥力（质子带正电，中子不带电），就不可能构成除只有一个质子的氢之外的其他元素。中子是由两个下夸克和一个上夸克组成。
"
原子核,https://baike.baidu.com/item/%E5%8E%9F%E5%AD%90%E6%A0%B8,"
原子核（atomic nucleus）简称“核”。位于原子的核心部分，由质子和中子两种微粒构成。而质子又是由两个上夸克和一个下夸克组成，中子又是由两个下夸克和一个上夸克组成。原子核极小，它的直径在10-15m~10-14m之间，体积只占原子体积的几千亿分之一，在这极小的原子核里却集中了99.96%以上原子的质量。原子核的密度极大，核密度约为1017kg/m3，即1m3的体积如装满原子核，其质量将达到1014t，即1百万亿吨。原子核的能量极大。构成原子核的质子和中子之间存在着巨大的吸引力，能克服质子之间所带正电荷的斥力而结合成原子核，使原子在化学反应中原子核不发生分裂。当一些原子核发生裂变（原子核分裂为两个或更多的核）或聚变（轻原子核相遇时结合成为重核）时，会释放出巨大的原子核能，即原子能（例如核能发电）。利用这一性质，方便人们的生活。整个原子不显电性是中性。
"
纺织,https://baike.baidu.com/item/%E7%BA%BA%E7%BB%87,"
纺织原意是取自纺纱与织布的总称，但是随着纺织知识体系和学科体系的不断发展和完善，特别是非织造纺织材料和三维复合编织等技术产生后，现在的纺织已经不仅是传统的手工纺纱和织布，也包括无纺布技术，现代三维编织技术，现代静电纳米成网技术等生产的服装用、产业用、装饰用纺织品。所以，现代纺织是指一种纤维或纤维集合体的多尺度结构加工技术[1-2] 
。中国古代的纺织与印染技术具有非常悠久的历史，早在原始社会时期，古人为了适应气候的变化，已懂得就地取材，利用自然资源作为纺织和印染的原料，以及制造简单的手工纺织工具。直至今天，日常生活中的服装、安全气囊和窗帘地毯都是纺织和印染技术的产物。
"
下夸克,https://baike.baidu.com/item/%E4%B8%8B%E5%A4%B8%E5%85%8B,"
下夸克（Down Quark）为第一代粒子，电荷为-(1/3)e ，是第二轻的夸克，质量并不是很确定，大约4-8MeV。符号为D。
"
发电,https://baike.baidu.com/item/%E5%8F%91%E7%94%B5,"
发电即利用发电动力装置将水能、化石燃料(煤炭、石油、天然气等)的热能、核能以及太阳能、风能、地热能、海洋能等转换为电力。现在发电多用化石燃料，但化石燃料的资源不多，日渐枯竭，人类已渐渐较多的使用可再生能源（水能、太阳能、风能、地热能、海洋能等）来发电。
"
中华民族,https://baike.baidu.com/item/%E4%B8%AD%E5%8D%8E%E6%B0%91%E6%97%8F/1186,"
中华民族由中华人民共和国政府官方定义为中华人民共和国境内获得认定的56个民族的统称。中华民族共包括56个民族。除此之外，也有数个未被中华人民共和国官方认定的未识别民族。中华民族的概念，最早由梁启超在其1902年《论中国学术思想之变迁之大势》的著作中提出。相关的历史学及人类学理论有费孝通的“多元一体”论，以及许倬云的我者与他者的转化及混合。中华民族这一政治概念在清末、民国和新中国三个时代的有着不同的定义。
"
